Date,Time,Open,High,Low,Close,Volume
2024.01.09,01:00,2306.89,2315.18,2296.56,2309.36,19092
2024.01.09,02:00,2309.35,2316.6,2306.0,2312.1,9560
2024.01.09,03:00,2312.09,2314.69,2307.02,2309.13,9382
2024.01.09,04:00,2309.12,2318.0,2300.4,2315.2,8726
2024.01.09,05:00,2315.2,2319.01,2301.4,2308.77,9108
2024.01.09,06:00,2308.77,2309.08,2297.26,2302.0,8630
2024.01.09,07:00,2302.0,2310.64,2298.58,2306.05,8529
2024.01.09,08:00,2306.05,2311.3,2290.26,2291.28,11885
2024.01.09,09:00,2291.28,2297.22,2285.4,2291.37,14051
2024.01.09,10:00,2291.37,2301.73,2289.0,2292.4,9995
2024.01.09,11:00,2292.4,2303.09,2289.14,2298.76,9746
2024.01.09,12:00,2298.77,2304.21,2226.78,2264.2,28207
2024.01.09,13:00,2264.2,2283.38,2260.7,2275.25,36739
2024.01.09,14:00,2275.25,2283.02,2241.0,2247.4,24287
2024.01.09,15:00,2247.39,2268.64,2241.58,2257.18,21766
2024.01.09,16:00,2257.18,2265.89,2243.41,2264.43,21806
2024.01.09,17:00,2264.43,2270.57,2256.07,2264.0,11924
2024.01.09,18:00,2264.0,2278.03,2258.69,2275.94,10444
2024.01.09,19:00,2275.93,2277.78,2258.22,2270.91,10069
2024.01.09,20:00,2270.91,2273.91,2247.72,2250.61,17897
2024.01.09,21:00,2250.6,2371.0,2247.74,2317.66,131930
2024.01.09,22:00,2317.65,2371.72,2314.61,2340.9,59998
2024.01.09,23:00,2340.91,2346.75,2316.22,2344.29,24329
2024.01.10,00:00,2344.3,2400.0,2339.59,2398.63,58178
2024.01.10,01:00,2398.64,2400.53,2365.51,2376.77,33219
2024.01.10,02:00,2376.77,2377.2,2345.0,2347.33,21371
2024.01.10,03:00,2347.34,2368.96,2343.78,2361.51,18411
2024.01.10,04:00,2361.5,2388.68,2358.0,2380.37,27527
2024.01.10,05:00,2380.38,2393.22,2371.64,2386.8,17652
2024.01.10,06:00,2386.8,2388.54,2372.28,2380.51,14380
2024.01.10,07:00,2380.51,2385.56,2366.1,2368.75,14626
2024.01.10,08:00,2368.75,2383.44,2362.64,2364.81,19530
2024.01.10,09:00,2364.81,2431.0,2364.71,2425.62,69497
2024.01.10,10:00,2425.62,2427.17,2400.0,2400.58,23802
2024.01.10,11:00,2400.58,2409.06,2381.0,2402.21,22874
2024.01.10,12:00,2402.21,2417.9,2342.0,2359.61,61829
2024.01.10,13:00,2359.61,2391.0,2350.33,2377.83,36869
2024.01.10,14:00,2377.84,2395.75,2369.61,2386.3,24974
2024.01.10,15:00,2386.31,2456.0,2382.96,2449.3,84828
2024.01.10,16:00,2449.3,2457.6,2406.06,2407.15,37057
2024.01.10,17:00,2407.15,2444.81,2400.71,2436.69,34909
2024.01.10,18:00,2436.69,2443.0,2415.0,2435.04,24033
2024.01.10,19:00,2435.05,2481.59,2425.67,2477.9,55178
2024.01.10,20:00,2477.9,2488.56,2411.0,2484.63,76041
2024.01.10,21:00,2484.63,2534.64,2472.0,2528.14,109201
2024.01.10,22:00,2528.13,2556.58,2510.17,2547.6,55072
2024.01.10,23:00,2547.59,2643.1,2542.83,2584.38,97319
2024.01.11,00:00,2584.37,2608.0,2568.91,2606.43,40621
2024.01.11,01:00,2606.42,2607.32,2566.01,2568.2,32942
2024.01.11,02:00,2568.21,2586.21,2566.22,2580.41,21186
2024.01.11,03:00,2580.42,2614.76,2571.55,2613.01,29129
2024.01.11,04:00,2613.0,2630.0,2605.0,2615.01,50501
2024.01.11,05:00,2615.01,2615.8,2584.0,2596.72,29096
2024.01.11,06:00,2596.72,2598.45,2573.01,2577.23,29061
2024.01.11,07:00,2577.22,2591.8,2576.0,2589.15,16944
2024.01.11,08:00,2589.15,2616.96,2586.66,2615.59,18711
2024.01.11,09:00,2615.59,2620.0,2604.8,2608.68,16253
2024.01.11,10:00,2608.68,2649.96,2607.55,2636.79,33088
2024.01.11,11:00,2636.79,2665.74,2626.99,2657.9,39262
2024.01.11,12:00,2657.89,2662.44,2636.1,2647.02,36689
2024.01.11,13:00,2647.03,2656.6,2622.4,2635.98,35353
2024.01.11,14:00,2635.97,2686.6,2616.98,2681.86,86952
2024.01.11,15:00,2681.87,2689.39,2593.6,2613.19,107554
2024.01.11,16:00,2613.19,2625.13,2570.0,2588.0,63843
2024.01.11,17:00,2588.01,2615.03,2574.23,2602.45,34495
2024.01.11,18:00,2602.46,2618.2,2589.67,2613.45,24347
2024.01.11,19:00,2613.45,2622.46,2597.77,2622.07,19696
2024.01.11,20:00,2622.07,2632.28,2587.48,2593.93,30649
2024.01.11,21:00,2593.93,2621.0,2592.23,2603.79,17232
2024.01.11,22:00,2603.79,2615.9,2595.81,2615.42,12571
2024.01.11,23:00,2615.43,2624.81,2610.41,2618.01,12526
2024.01.12,00:00,2618.01,2624.29,2593.15,2599.74,17384
2024.01.12,01:00,2599.73,2603.72,2580.0,2593.02,14571
2024.01.12,02:00,2593.01,2616.02,2591.38,2607.72,13425
2024.01.12,03:00,2607.72,2608.16,2588.09,2589.81,13641
2024.01.12,04:00,2589.81,2605.62,2585.62,2594.02,14033
2024.01.12,05:00,2594.02,2610.0,2590.32,2608.79,10426
2024.01.12,06:00,2608.8,2626.43,2607.24,2617.64,21783
2024.01.12,07:00,2617.65,2621.5,2590.66,2595.73,31522
2024.01.12,08:00,2595.72,2604.18,2584.11,2601.93,18252
2024.01.12,09:00,2601.93,2618.35,2585.34,2614.77,27408
2024.01.12,10:00,2614.78,2622.63,2611.37,2620.93,17822
2024.01.12,11:00,2620.93,2667.99,2618.61,2647.59,53751
2024.01.12,12:00,2647.58,2680.0,2634.0,2650.52,48622
2024.01.12,13:00,2650.52,2691.49,2644.92,2673.78,46883
2024.01.12,14:00,2673.78,2712.78,2662.5,2705.75,66302
2024.01.12,15:00,2705.75,2717.32,2637.58,2647.02,78920
2024.01.12,16:00,2647.02,2688.83,2602.27,2620.44,88912
2024.01.12,17:00,2620.45,2631.79,2560.71,2603.05,64194
2024.01.12,18:00,2603.06,2611.78,2580.0,2595.71,31292
2024.01.12,19:00,2595.71,2613.96,2582.67,2584.43,20691
2024.01.12,20:00,2584.44,2598.2,2565.78,2569.36,26809
2024.01.12,21:00,2569.35,2576.29,2501.18,2526.05,52999
2024.01.12,22:00,2526.06,2528.52,2458.0,2498.6,75075
2024.01.12,23:00,2498.6,2530.9,2496.93,2522.54,32731
2024.01.13,00:00,2522.55,2538.01,2516.8,2517.45,23049
2024.01.13,01:00,2517.45,2528.12,2497.5,2525.39,30061
2024.01.13,02:00,2525.39,2553.77,2519.48,2545.97,37973
2024.01.13,03:00,2545.98,2557.15,2537.09,2548.53,18942
2024.01.13,04:00,2548.53,2549.3,2539.2,2547.21,11600
2024.01.13,05:00,2547.21,2556.02,2540.35,2554.33,10559
2024.01.13,06:00,2554.34,2554.52,2542.66,2552.01,14396
2024.01.13,07:00,2552.01,2561.68,2547.6,2550.99,12406
2024.01.13,08:00,2550.99,2560.55,2549.4,2555.59,12746
2024.01.13,09:00,2555.6,2557.54,2537.94,2540.78,17839
2024.01.13,10:00,2540.78,2541.92,2521.18,2531.15,20787
2024.01.13,11:00,2531.14,2545.61,2529.5,2542.5,18399
2024.01.13,12:00,2542.5,2551.86,2535.8,2542.7,16973
2024.01.13,13:00,2542.69,2549.82,2537.82,2542.08,12255
2024.01.13,14:00,2542.08,2545.37,2531.15,2539.54,21189
2024.01.13,15:00,2539.54,2566.19,2539.49,2563.83,18387
2024.01.13,16:00,2563.83,2572.2,2551.0,2557.25,24748
2024.01.13,17:00,2557.25,2566.63,2550.0,2555.63,24845
2024.01.13,18:00,2555.63,2573.6,2552.01,2560.89,15741
2024.01.13,19:00,2560.89,2580.0,2559.96,2571.91,19842
2024.01.13,20:00,2571.91,2580.95,2566.82,2568.76,11706
2024.01.13,21:00,2568.75,2574.59,2562.8,2573.28,7013
2024.01.13,22:00,2573.29,2578.18,2566.61,2578.17,6670
2024.01.13,23:00,2578.18,2590.0,2573.37,2578.19,13924
2024.01.14,00:00,2578.18,2578.69,2561.08,2564.04,11669
2024.01.14,01:00,2564.04,2574.4,2562.32,2569.4,6757
2024.01.14,02:00,2569.41,2571.2,2554.88,2560.5,10260
2024.01.14,03:00,2560.51,2564.52,2549.72,2550.99,19228
2024.01.14,04:00,2551.0,2555.88,2541.8,2543.94,24093
2024.01.14,05:00,2543.95,2555.64,2543.22,2552.64,10220
2024.01.14,06:00,2552.64,2555.79,2548.2,2552.85,6821
2024.01.14,07:00,2552.85,2554.37,2543.65,2550.83,9052
2024.01.14,08:00,2550.84,2553.13,2544.89,2553.12,5587
2024.01.14,09:00,2553.13,2553.71,2539.49,2553.71,11568
2024.01.14,10:00,2553.7,2553.8,2540.0,2542.28,6980
2024.01.14,11:00,2542.27,2547.14,2534.58,2538.0,10073
2024.01.14,12:00,2538.01,2546.58,2533.39,2537.17,11582
2024.01.14,13:00,2537.18,2538.34,2524.39,2533.81,12026
2024.01.14,14:00,2533.8,2542.79,2530.95,2540.93,10770
2024.01.14,15:00,2540.93,2544.93,2535.01,2537.68,5848
2024.01.14,16:00,2537.68,2543.97,2521.35,2527.46,13488
2024.01.14,17:00,2527.46,2538.65,2524.24,2530.95,11218
2024.01.14,18:00,2530.95,2538.0,2522.02,2531.6,8413
2024.01.14,19:00,2531.6,2532.85,2500.0,2501.0,18346
2024.01.14,20:00,2500.99,2519.12,2480.41,2508.94,18767
2024.01.14,21:00,2508.94,2527.53,2498.6,2527.2,13329
2024.01.14,22:00,2527.21,2531.93,2503.46,2508.84,9524
2024.01.14,23:00,2508.83,2511.17,2470.0,2472.87,40576
2024.01.15,00:00,2472.87,2502.4,2470.92,2495.6,29818
2024.01.15,01:00,2495.6,2512.64,2487.43,2506.11,25428
2024.01.15,02:00,2506.11,2506.88,2491.96,2506.03,22457
2024.01.15,03:00,2506.03,2513.91,2501.71,2503.32,16428
2024.01.15,04:00,2503.32,2512.48,2502.97,2509.89,7359
2024.01.15,05:00,2509.89,2519.29,2509.82,2518.49,8938
2024.01.15,06:00,2518.49,2521.0,2510.85,2513.0,6786
2024.01.15,07:00,2513.0,2517.09,2503.46,2513.29,8547
2024.01.15,08:00,2513.29,2518.0,2506.88,2513.19,5526
2024.01.15,09:00,2513.19,2533.63,2509.87,2528.16,11665
2024.01.15,10:00,2528.15,2541.0,2526.05,2535.22,12068
2024.01.15,11:00,2535.22,2542.86,2532.0,2539.35,7799
2024.01.15,12:00,2539.36,2548.0,2533.0,2540.74,16750
2024.01.15,13:00,2540.75,2549.02,2534.52,2538.78,14493
2024.01.15,14:00,2538.79,2540.0,2505.8,2508.01,24680
2024.01.15,15:00,2508.01,2524.73,2508.0,2514.49,15199
2024.01.15,16:00,2514.49,2527.36,2514.05,2523.74,8851
2024.01.15,17:00,2523.74,2536.76,2523.72,2532.38,10112
2024.01.15,18:00,2532.38,2553.82,2532.38,2539.99,21248
2024.01.15,19:00,2539.99,2546.15,2531.0,2534.7,9218
2024.01.15,20:00,2534.69,2539.38,2525.11,2530.61,5800
2024.01.15,21:00,2530.6,2530.61,2521.33,2522.13,5092
2024.01.15,22:00,2522.13,2525.12,2500.33,2513.98,11667
2024.01.15,23:00,2513.97,2519.9,2510.88,2511.78,9306
2024.01.16,00:00,2511.79,2516.12,2506.08,2509.2,9356
2024.01.16,01:00,2509.21,2522.4,2505.0,2514.16,9840
2024.01.16,02:00,2514.16,2528.86,2512.03,2517.5,8351
2024.01.16,03:00,2517.51,2538.23,2516.4,2537.6,10801
2024.01.16,04:00,2537.6,2539.36,2528.0,2530.5,8642
2024.01.16,05:00,2530.49,2542.14,2528.0,2531.04,8403
2024.01.16,06:00,2531.03,2536.84,2525.43,2534.89,9400
2024.01.16,07:00,2534.88,2536.89,2522.3,2528.26,9364
2024.01.16,08:00,2528.25,2547.18,2523.6,2544.02,14482
2024.01.16,09:00,2544.02,2549.38,2538.5,2542.86,18841
2024.01.16,10:00,2542.86,2544.12,2529.69,2533.92,8579
2024.01.16,11:00,2533.92,2537.94,2521.98,2530.77,11451
2024.01.16,12:00,2530.78,2547.95,2529.16,2547.01,9824
2024.01.16,13:00,2547.0,2547.8,2524.1,2525.81,13898
2024.01.16,14:00,2525.8,2538.32,2500.05,2534.31,42934
2024.01.16,15:00,2534.31,2570.79,2524.99,2559.44,42845
2024.01.16,16:00,2559.44,2579.62,2548.63,2575.92,36310
2024.01.16,17:00,2575.93,2578.93,2562.09,2564.05,14107
2024.01.16,18:00,2564.05,2569.44,2554.8,2559.2,11237
2024.01.16,19:00,2559.2,2576.09,2555.4,2574.06,9020
2024.01.16,20:00,2574.06,2588.97,2571.79,2586.87,18420
2024.01.16,21:00,2586.87,2614.43,2584.89,2607.29,24490
2024.01.16,22:00,2607.3,2611.6,2593.09,2593.55,14054
2024.01.16,23:00,2593.56,2604.8,2585.31,2587.4,16415
2024.01.17,00:00,2587.41,2592.06,2580.02,2589.09,15482
2024.01.17,01:00,2589.09,2592.97,2576.91,2578.57,12529
2024.01.17,02:00,2578.58,2581.78,2573.35,2576.64,11303
2024.01.17,03:00,2576.65,2578.89,2571.17,2571.43,8722
2024.01.17,04:00,2571.43,2575.57,2561.95,2568.81,10399
2024.01.17,05:00,2568.81,2573.31,2561.29,2562.73,9147
2024.01.17,06:00,2562.73,2570.66,2561.4,2563.01,10517
2024.01.17,07:00,2563.0,2566.11,2551.81,2552.52,15498
2024.01.17,08:00,2552.53,2554.06,2534.4,2546.84,18418
2024.01.17,09:00,2546.84,2551.96,2542.73,2544.36,11531
2024.01.17,10:00,2544.36,2553.0,2540.28,2553.0,12396
2024.01.17,11:00,2553.0,2553.67,2541.63,2542.85,12535
2024.01.17,12:00,2542.86,2552.9,2532.67,2552.38,25697
2024.01.17,13:00,2552.38,2552.86,2541.33,2543.77,12544
2024.01.17,14:00,2543.77,2574.75,2538.12,2550.16,34492
2024.01.17,15:00,2550.16,2563.74,2535.69,2539.46,35414
2024.01.17,16:00,2539.47,2544.75,2522.0,2534.76,22880
2024.01.17,17:00,2534.76,2537.28,2523.1,2529.69,13441
2024.01.17,18:00,2529.69,2534.08,2517.22,2532.9,15278
2024.01.17,19:00,2532.91,2539.84,2529.19,2533.29,11437
2024.01.17,20:00,2533.29,2543.13,2530.59,2539.87,14557
2024.01.17,21:00,2539.88,2544.81,2524.17,2526.58,9675
2024.01.17,22:00,2526.59,2531.17,2506.75,2528.61,14905
2024.01.17,23:00,2528.62,2532.0,2521.16,2530.19,7472
2024.01.18,00:00,2530.2,2531.94,2524.13,2530.12,12065
2024.01.18,01:00,2530.11,2533.44,2510.03,2522.69,11156
