Date,Time,Open,High,Low,Close,Volume
2024.01.07,17:00,43922.0,44110.15,43700.0,44064.84,1223
2024.01.07,18:00,44064.83,44176.04,44035.25,44106.11,546
2024.01.07,19:00,44106.11,44262.53,44041.27,44244.77,560
2024.01.07,20:00,44244.77,44269.92,44120.0,44120.01,527
2024.01.07,21:00,44120.01,44249.0,44110.45,44231.53,551
2024.01.07,22:00,44231.53,44231.54,43778.13,43862.85,1399
2024.01.07,23:00,43862.85,44024.99,43572.09,43929.02,2212
2024.01.08,00:00,43929.01,43986.0,43625.18,43632.0,1712
2024.01.08,01:00,43632.0,43809.18,43610.25,43713.06,1111
2024.01.08,02:00,43713.07,43800.07,43175.0,43371.09,2425
2024.01.08,03:00,43371.09,43568.85,43225.0,43518.2,2122
2024.01.08,04:00,43518.2,43610.68,43430.79,43599.26,1115
2024.01.08,05:00,43599.26,43650.0,43475.0,43641.74,1134
2024.01.08,06:00,43641.74,44341.8,43584.87,43912.87,3381
2024.01.08,07:00,43912.88,44074.99,43784.86,43974.55,1527
2024.01.08,08:00,43974.55,44069.41,43851.1,43868.53,829
2024.01.08,09:00,43868.53,43920.14,43641.73,43720.46,1124
2024.01.08,10:00,43720.45,44128.19,43689.26,44088.85,1256
2024.01.08,11:00,44088.86,44688.0,43950.0,44635.99,3426
2024.01.08,12:00,44636.0,45200.0,44350.0,45111.09,7517
2024.01.08,13:00,45111.1,45179.14,44807.56,44911.58,3323
2024.01.08,14:00,44911.58,45090.0,44724.37,44783.91,2288
2024.01.08,15:00,44783.9,45333.0,44667.22,44963.04,4083
2024.01.08,16:00,44963.04,45171.42,44793.97,44940.3,2531
2024.01.08,17:00,44940.31,45668.88,44903.86,45648.0,4294
2024.01.08,18:00,45648.01,46995.0,45648.0,46970.01,10702
2024.01.08,19:00,46970.02,47248.99,46540.01,46979.35,6934
2024.01.08,20:00,46979.36,47143.15,46709.92,46774.01,3446
2024.01.08,21:00,46774.01,47207.16,46653.84,47071.41,2789
2024.01.08,22:00,47071.41,47120.0,46799.18,46999.99,1797
2024.01.08,23:00,47000.0,47100.0,46833.88,46951.04,1940
2024.01.09,00:00,46951.04,47150.0,46230.0,46668.88,4454
2024.01.09,01:00,46668.87,46786.83,46288.0,46556.62,2579
2024.01.09,02:00,46556.62,46785.22,46483.83,46779.81,1420
2024.01.09,03:00,46779.82,46974.42,46750.92,46926.96,1647
2024.01.09,04:00,46926.96,46940.0,46670.91,46803.54,1286
2024.01.09,05:00,46803.54,46858.0,46599.43,46714.67,1293
2024.01.09,06:00,46714.66,46838.4,46665.84,46788.01,911
2024.01.09,07:00,46788.02,46931.7,46735.18,46825.51,1215
2024.01.09,08:00,46825.52,46874.94,46510.0,46544.65,1331
2024.01.09,09:00,46544.65,46694.61,46407.9,46491.99,1571
2024.01.09,10:00,46491.99,46680.0,46381.1,46441.89,1685
2024.01.09,11:00,46441.88,46644.0,46426.2,46615.99,1430
2024.01.09,12:00,46616.0,47000.0,45450.0,46166.35,4416
2024.01.09,13:00,46166.36,47051.21,46055.51,46834.0,5041
2024.01.09,14:00,46834.01,47007.83,46498.93,46561.1,2999
2024.01.09,15:00,46561.11,47010.0,46429.31,46868.09,3353
2024.01.09,16:00,46868.08,46975.0,46719.69,46902.88,1950
2024.01.09,17:00,46902.89,46919.99,46632.01,46715.99,1744
2024.01.09,18:00,46716.0,46731.1,46500.0,46640.5,2182
2024.01.09,19:00,46640.5,46890.0,46573.92,46876.01,1433
2024.01.09,20:00,46876.0,46930.74,46591.6,46642.54,1427
2024.01.09,21:00,46642.53,47972.0,44748.67,45439.44,17027
2024.01.09,22:00,45439.44,46261.09,45295.19,46254.0,4757
2024.01.09,23:00,46254.0,46254.01,45924.0,46110.0,2764
2024.01.10,00:00,46110.0,46249.14,45788.85,45856.42,2839
2024.01.10,01:00,45856.41,45960.0,45622.0,45929.3,2013
2024.01.10,02:00,45929.3,46082.87,45882.41,45971.09,1108
2024.01.10,03:00,45971.1,46211.95,45922.86,46117.1,1002
2024.01.10,04:00,46117.1,46186.0,45944.82,45960.98,1131
2024.01.10,05:00,45960.97,46027.08,45890.58,45975.99,1082
2024.01.10,06:00,45975.99,46065.85,45875.28,46006.0,847
2024.01.10,07:00,46006.0,46023.4,45734.56,45757.98,1379
2024.01.10,08:00,45757.98,45861.1,45320.53,45329.94,2517
2024.01.10,09:00,45329.94,45700.0,45321.99,45661.42,2388
2024.01.10,10:00,45661.43,45731.1,45532.0,45532.0,1101
2024.01.10,11:00,45532.01,45659.42,45000.0,45515.89,2363
2024.01.10,12:00,45515.88,45662.01,44363.93,44670.53,5540
2024.01.10,13:00,44670.54,45393.99,44300.36,45118.01,4518
2024.01.10,14:00,45118.0,45404.89,44820.35,44884.0,3293
2024.01.10,15:00,44884.01,45630.7,44800.0,45546.4,4166
2024.01.10,16:00,45546.39,45708.31,45173.97,45311.1,3383
2024.01.10,17:00,45311.09,46449.0,45227.01,46401.89,5565
2024.01.10,18:00,46401.88,46633.86,45840.0,46527.33,4249
2024.01.10,19:00,46527.32,46666.0,46043.69,46489.18,4609
2024.01.10,20:00,46489.19,46504.92,44800.0,46127.0,10674
2024.01.10,21:00,46127.0,46301.04,45080.0,45946.0,8142
2024.01.10,22:00,45946.0,46948.98,45760.45,46902.69,6635
2024.01.10,23:00,46902.69,47695.93,46381.86,46653.99,9353
2024.01.11,00:00,46654.0,46721.37,46296.46,46670.01,2859
2024.01.11,01:00,46670.01,46750.0,46468.33,46506.94,1772
2024.01.11,02:00,46506.93,46622.39,46500.0,46559.0,1242
2024.01.11,03:00,46559.0,46590.81,46200.0,46502.16,2090
2024.01.11,04:00,46502.17,46507.08,46304.96,46400.01,1666
2024.01.11,05:00,46400.01,46417.33,45896.23,46070.0,2132
2024.01.11,06:00,46070.0,46091.53,45618.1,45907.3,2234
2024.01.11,07:00,45907.29,46166.99,45881.1,46101.4,1518
2024.01.11,08:00,46101.4,46318.1,46052.0,46277.0,1468
2024.01.11,09:00,46277.0,46354.0,46211.94,46220.12,1341
2024.01.11,10:00,46220.12,46860.0,46210.0,46859.91,2559
2024.01.11,11:00,46859.9,47150.0,46705.97,47060.0,3169
2024.01.11,12:00,47059.99,47464.87,46941.1,47449.63,3177
2024.01.11,13:00,47449.64,47449.64,46762.86,47325.2,4404
2024.01.11,14:00,47325.21,48969.48,47215.0,48571.22,15868
2024.01.11,15:00,48571.21,48657.98,46463.19,46783.78,12867
2024.01.11,16:00,46783.77,47022.07,45788.0,46007.29,9918
2024.01.11,17:00,46007.29,46550.0,45606.06,46497.14,4932
2024.01.11,18:00,46497.14,46644.72,46259.09,46609.99,2426
2024.01.11,19:00,46610.0,46735.29,46283.14,46692.3,1894
2024.01.11,20:00,46692.29,46975.0,46120.0,46241.92,4521
2024.01.11,21:00,46241.91,46450.0,46120.03,46156.01,1507
2024.01.11,22:00,46156.0,46430.21,46084.69,46399.99,968
2024.01.11,23:00,46399.99,46491.93,46296.37,46339.16,926
2024.01.12,00:00,46339.16,46515.53,46012.8,46293.43,1773
2024.01.12,01:00,46293.42,46327.81,45898.0,46135.48,1400
2024.01.12,02:00,46135.48,46250.0,45996.01,46144.01,998
2024.01.12,03:00,46144.01,46184.57,45922.01,45994.0,1204
2024.01.12,04:00,45994.01,46110.0,45858.0,45956.34,1377
2024.01.12,05:00,45956.34,46209.98,45898.0,46194.01,1141
2024.01.12,06:00,46194.01,46366.0,46100.82,46100.85,1062
2024.01.12,07:00,46100.85,46144.45,45742.49,46008.19,2184
2024.01.12,08:00,46008.19,46008.19,45632.0,45860.01,1397
2024.01.12,09:00,45860.0,46076.34,45537.37,45925.92,2131
2024.01.12,10:00,45925.93,46133.33,45841.1,46063.62,1532
2024.01.12,11:00,46063.62,46267.0,45941.61,45954.35,1976
2024.01.12,12:00,45954.35,46109.0,45667.47,45866.56,1852
2024.01.12,13:00,45866.57,45944.12,45573.44,45779.02,2155
2024.01.12,14:00,45779.02,45904.66,45250.01,45442.02,5702
2024.01.12,15:00,45442.01,45459.28,44333.44,44462.01,9485
2024.01.12,16:00,44462.0,44675.88,43212.0,43624.0,12653
2024.01.12,17:00,43623.99,43836.88,43278.0,43803.99,6405
2024.01.12,18:00,43803.98,43925.23,43250.0,43472.0,4482
2024.01.12,19:00,43472.0,43720.0,43274.68,43472.55,2846
2024.01.12,20:00,43472.56,43981.1,43401.64,43653.38,4898
2024.01.12,21:00,43653.39,43861.1,43213.73,43449.0,3001
2024.01.12,22:00,43450.01,43458.0,41500.0,42510.0,10954
2024.01.12,23:00,42509.99,42958.0,42481.1,42782.73,3706
2024.01.13,00:00,42782.74,42997.29,42766.45,42801.76,2784
2024.01.13,01:00,42801.76,42891.09,42514.89,42673.83,3059
2024.01.13,02:00,42673.83,42853.75,42525.16,42530.0,2279
2024.01.13,03:00,42530.0,42682.0,42436.12,42609.94,1822
2024.01.13,04:00,42609.94,42850.0,42555.84,42840.01,1425
2024.01.13,05:00,42840.02,43138.0,42769.63,43101.09,1760
2024.01.13,06:00,43101.09,43185.0,42950.64,43149.99,1692
2024.01.13,07:00,43149.99,43254.03,43064.83,43102.97,1359
2024.01.13,08:00,43102.97,43254.96,43063.72,43170.01,1167
2024.01.13,09:00,43170.01,43193.46,42819.31,42923.21,1671
2024.01.13,10:00,42923.2,42923.21,42627.63,42700.12,2039
2024.01.13,11:00,42700.13,42801.09,42509.11,42624.0,2083
2024.01.13,12:00,42624.01,42753.56,42505.0,42684.88,1343
2024.01.13,13:00,42684.88,42791.1,42601.1,42739.14,1075
2024.01.13,14:00,42739.15,42961.1,42640.01,42856.92,1828
2024.01.13,15:00,42856.92,43257.0,42856.1,43154.48,1815
2024.01.13,16:00,43154.48,43185.0,42780.71,42895.41,1641
2024.01.13,17:00,42895.41,42988.0,42769.38,42898.33,1001
2024.01.13,18:00,42898.95,42904.0,42724.39,42806.01,738
2024.01.13,19:00,42806.0,42996.64,42782.0,42786.25,799
2024.01.13,20:00,42786.25,42923.03,42699.52,42870.0,872
2024.01.13,21:00,42870.0,42976.15,42818.0,42963.44,640
2024.01.13,22:00,42963.45,43040.01,42886.0,42990.65,613
2024.01.13,23:00,42990.65,42996.08,42800.3,42847.99,601
2024.01.14,00:00,42847.99,42890.23,42664.0,42687.36,927
2024.01.14,01:00,42687.36,42839.86,42676.88,42769.19,615
2024.01.14,02:00,42769.18,42829.33,42657.58,42779.06,520
2024.01.14,03:00,42779.07,42804.78,42643.98,42681.82,705
2024.01.14,04:00,42681.82,42698.99,42562.56,42580.01,691
2024.01.14,05:00,42580.0,42815.17,42576.26,42749.99,519
2024.01.14,06:00,42749.99,42999.0,42749.99,42998.99,864
2024.01.14,07:00,42999.0,43060.0,42891.12,43011.44,960
2024.01.14,08:00,43011.44,43030.0,42888.0,42996.25,569
2024.01.14,09:00,42996.26,43079.0,42818.34,43052.41,775
2024.01.14,10:00,43052.41,43066.56,42865.9,42889.04,668
2024.01.14,11:00,42889.04,42938.75,42759.34,42829.99,870
2024.01.14,12:00,42829.99,42847.2,42710.0,42758.0,992
2024.01.14,13:00,42757.99,42921.1,42735.75,42891.69,622
2024.01.14,14:00,42891.68,43005.25,42790.0,42811.99,1144
2024.01.14,15:00,42811.99,42967.97,42804.01,42904.38,875
2024.01.14,16:00,42904.39,42965.0,42856.72,42929.95,1007
2024.01.14,17:00,42929.94,43010.84,42877.77,42973.27,941
2024.01.14,18:00,42973.27,43003.99,42836.0,42900.01,687
2024.01.14,19:00,42900.01,42930.56,42632.59,42660.0,1388
2024.01.14,20:00,42660.0,42745.98,42183.68,42507.92,2883
2024.01.14,21:00,42507.91,42595.41,42000.0,42554.89,3242
2024.01.14,22:00,42554.89,42649.0,42073.87,42270.99,1609
2024.01.14,23:00,42271.0,42316.0,41720.0,41732.35,4142
2024.01.15,00:00,41732.35,42353.94,41718.05,42279.75,2433
2024.01.15,01:00,42279.76,42398.73,42176.28,42275.18,1404
2024.01.15,02:00,42275.17,42411.62,42194.12,42399.72,850
2024.01.15,03:00,42399.71,42640.0,42389.27,42565.99,1140
2024.01.15,04:00,42565.99,42634.0,42499.01,42591.77,1090
2024.01.15,05:00,42591.76,42824.68,42569.73,42739.85,1213
2024.01.15,06:00,42739.85,42797.06,42612.0,42651.1,985
2024.01.15,07:00,42651.09,42764.0,42513.14,42714.78,1093
2024.01.15,08:00,42714.78,42775.0,42641.1,42680.44,1082
2024.01.15,09:00,42680.43,42762.11,42585.86,42750.88,966
2024.01.15,10:00,42750.89,42761.1,42540.0,42565.26,916
2024.01.15,11:00,42565.25,42703.95,42542.0,42697.99,847
2024.01.15,12:00,42698.0,42715.99,42570.0,42663.79,1219
2024.01.15,13:00,42663.79,42958.03,42614.12,42852.54,1610
2024.01.15,14:00,42852.55,42868.53,42172.14,42199.0,3628
2024.01.15,15:00,42199.01,42473.99,42163.32,42278.99,2136
2024.01.15,16:00,42278.99,42549.0,42249.0,42522.61,1121
2024.01.15,17:00,42522.6,42779.78,42521.1,42696.58,1280
2024.01.15,18:00,42696.57,43400.43,42696.57,43015.82,7891
2024.01.15,19:00,43015.82,43133.8,42825.84,42992.67,2038
2024.01.15,20:00,42992.67,43114.45,42850.0,42960.0,1245
2024.01.15,21:00,42959.99,42960.0,42710.0,42716.0,920
2024.01.15,22:00,42716.0,42818.31,42342.18,42628.0,1850
2024.01.15,23:00,42628.0,42639.99,42474.0,42511.1,1301
2024.01.16,00:00,42511.1,42674.0,42466.88,42600.0,1007
2024.01.16,01:00,42600.01,42726.97,42555.0,42584.34,875
2024.01.16,02:00,42584.34,42732.45,42553.96,42710.0,967
2024.01.16,03:00,42710.0,42939.5,42702.0,42924.56,1175
2024.01.16,04:00,42924.57,42946.05,42755.33,42803.19,917
2024.01.16,05:00,42803.18,42931.33,42768.0,42773.82,814
2024.01.16,06:00,42773.82,42780.0,42646.89,42741.09,963
2024.01.16,07:00,42741.1,42791.14,42606.92,42791.13,952
2024.01.16,08:00,42791.14,43022.0,42720.06,43014.53,1421
2024.01.16,09:00,43014.53,43153.66,42896.41,42940.01,1762
2024.01.16,10:00,42940.01,42971.1,42851.45,42872.0,823
2024.01.16,11:00,42872.01,42945.54,42753.55,42900.54,841
2024.01.16,12:00,42900.55,43166.0,42857.32,43156.12,1134
2024.01.16,13:00,43156.11,43174.48,42700.0,42805.83,1752
2024.01.16,14:00,42805.83,42954.0,42050.0,42690.0,9514
2024.01.16,15:00,42690.0,43314.73,42543.01,43252.67,5566
2024.01.16,16:00,43252.45,43434.0,43011.1,43249.72,3535
2024.01.16,17:00,43249.72,43249.72,43031.0,43051.74,1495
2024.01.16,18:00,43051.74,43157.85,42834.29,43013.0,1537
2024.01.16,19:00,43013.0,43182.56,42949.0,43166.11,1155
2024.01.16,20:00,43166.1,43370.11,43060.69,43200.01,2329
2024.01.16,21:00,43200.01,43578.01,43185.01,43434.71,2305
2024.01.16,22:00,43434.71,43496.05,43202.0,43206.0,968
2024.01.16,23:00,43206.0,43286.0,43112.0,43137.95,1227
2024.01.17,00:00,43137.94,43175.99,43050.01,43092.0,938
2024.01.17,01:00,43092.0,43198.0,42960.64,42970.0,868
2024.01.17,02:00,42970.01,43061.1,42918.11,42997.25,1068
2024.01.17,03:00,42997.26,43025.71,42844.98,42849.0,836
2024.01.17,04:00,42849.0,42921.1,42781.49,42854.01,791
2024.01.17,05:00,42854.01,42925.49,42765.41,42783.39,661
2024.01.17,06:00,42783.39,42876.34,42766.0,42806.05,802
2024.01.17,07:00,42806.05,42851.1,42619.6,42655.94,1357
2024.01.17,08:00,42655.95,42747.65,42564.0,42728.76,1188
2024.01.17,09:00,42728.76,42830.0,42674.0,42678.57,938
2024.01.17,10:00,42678.56,42850.55,42622.36,42850.04,1193
2024.01.17,11:00,42850.05,42850.55,42672.95,42680.16,1093
2024.01.17,12:00,42680.16,42788.0,42411.0,42782.43,2445
2024.01.17,13:00,42782.42,42782.43,42518.0,42609.84,1305
2024.01.17,14:00,42609.83,42926.02,42365.58,42576.01,3407
2024.01.17,15:00,42576.02,42768.0,42472.85,42482.79,2383
2024.01.17,16:00,42482.8,42564.13,42250.31,42360.28,2301
2024.01.17,17:00,42360.29,42470.32,42200.69,42371.1,1419
2024.01.17,18:00,42371.1,42612.48,42278.98,42612.45,1471
2024.01.17,19:00,42612.46,42745.99,42555.22,42611.11,1041
2024.01.17,20:00,42611.1,42876.48,42559.29,42722.9,2990
2024.01.17,21:00,42722.9,42822.96,42603.2,42676.13,1125
2024.01.17,22:00,42676.14,42729.06,42450.0,42722.14,767
2024.01.17,23:00,42722.13,42792.48,42619.73,42776.1,869
2024.01.18,00:00,42776.09,42784.4,42617.31,42660.79,877
2024.01.18,01:00,42660.79,42713.92,42502.19,42584.62,814
2024.01.18,02:00,42584.61,42721.0,42584.12,42653.82,563
2024.01.18,03:00,42653.81,42676.75,42550.0,42592.05,522
2024.01.18,04:00,42592.04,42689.95,42589.0,42665.0,550
2024.01.18,05:00,42664.99,42784.99,42634.0,42772.87,797
